date_relative,text
2d,"🚀 Fully Funded ISS Dakar Junior Fellowship 2026–2027 | West Africa’s Top Policy Fellowship for Young Leaders 🌍 Are you a young professional passionate about governance, security, and policy in Africa? The ISS Dakar Junior Fellowship Programme 2026–2027 is a prestigious, fully funded opportunity designed to shape the next generation of African policy leaders. 💰 Key Benefits: 💰 Monthly stipend 🏠 Free accommodation in Dakar ✈️ Return airfare 🔍 Health insurance 🤝 Access to policymakers & expert mentorshi 📚 Publication and career growth ⏳ Deadline: 10th May 2026 🔗 Apply Here: https://wp.me/p23f03-fR7 💡 Pro Tip: Tailor your application to highlight policy impact, research experience, and regional knowledge of West Africa—this programme strongly values practical insight over theory. hashtag # FullyFunded hashtag # Fellowship2026 hashtag # AfricaOpportunities hashtag # WestAfrica hashtag # PolicyFellowship hashtag # InternationalRelations hashtag # YouthLeadership hashtag # Scholarships hashtag # CareerGrowth hashtag # ISSFellowship"
2d,"🌍 Global Day of Action 2026: Join the World’s Largest Youth-Led Climate Education Movement Are you passionate about climate change, sustainability, and youth leadership? The Global Day of Action 2026 by QS ImpACT is your chance to lead real impact by educating the next generation on climate action. This global fellowship-style opportunity empowers young people across 100+ countries to host climate education sessions, inspire communities, and drive meaningful environmental change. ✨️ Key Benefits: 🌐 Gain global recognition and leadership experience 📝 Get featured at the QS ImpACT Youth Summit 🔍 Access a free Climate Education Starter Kit 🤝 Join a powerful global network of youth changemakers 🔥 Become eligible for sustainability awards and showcases ⏳ Deadline: 6th May 2026 🔗 Apply Here: https://wp.me/p23f03-fud 💡 Pro Tip: Focus on creating interactive, engaging sessions for children—storytelling, games, and real-life examples make your impact stronger and more memorable. hashtag # GlobalDayOfAction hashtag # ClimateEducation hashtag # YouthLeadership hashtag # Sustainability #ClimateAction #Opportunities #Fellowship #YouthEmpowerment #SDGs #Environment #LeadershipDevelopment"
2d,"✨️ ROYAL ACADEMY OF ENGINEERING POLICY FELLOWSHIPS 2026 Are you a policymaker looking to strengthen your impact through engineering insight, innovation, and systems thinking? The Royal Academy of Engineering Policy Fellowships 2026 offers a rare opportunity to collaborate with leading experts and transform how policy is designed and delivered. 🌟 Key Benefits: 🤝 Access to top engineering and policy experts 🖥 Hands-on systems thinking and innovation training 📝 Real-world policy problem-solving experience 💼 Strong professional network and alumni community 🎓 Enhanced career development in public policy and governance ⏳ Deadline: 20th May 2026 🔗 Apply here: https://wp.me/p23f03-9zF 💡 Pro Tip: Start early and ensure your policy challenge is clearly defined, measurable, and directly linked to engineering or technical systems. Strong applications show clear impact potential and employer support. #PolicyFellowship #EngineeringLeadership #PublicPolicy #ProfessionalDevelopment #GovernmentCareers #InnovationInPolicy #LeadershipDevelopment #RAEng #FellowshipOpportunity #CareerGrowth"
2d,"🌱 Help Shape a Fair Climate Future for Workers in the UK 🌱 Looking to use your organising skills to drive climate action and economic justice? The Senior Organiser – Worker-led Transition role with New Economy Organisers Network offers the chance to support workers, strengthen industrial communities, and build a fair transition to green jobs across the UK. What you’ll gain: 🌍 Lead impactful organising work in industrial communities across the UK 🤝 Build partnerships between trade unions, workers, and climate movements 📈 Help shape strategies for sustainable jobs and worker-led transition plans ⏰ Enjoy flexible hybrid working and a 28-hour full-time week 📅 Deadline: May 10, 2026 🔗 Learn more: https://wp.me/p23f03-kWS 💡 Pro tip: Highlight campaign organising experience, coalition-building skills, and your understanding of climate or labour movements. #Jobs #UKJobs #ClimateJobs #Organising #NonprofitJobs #SocialImpact #Careers #Sustainability"
2d,"🌍 Start Your Global Health Career with WHO 🌍 Are you an early-career public health professional from an eligible country looking to work at the global level? The WHO Junior Professional Officer (JPO) Programme, funded by the Government of the Netherlands, offers a unique opportunity to gain hands-on experience in international health systems while based in Copenhagen. What you’ll gain: 🌐 Experience working directly with WHO on global health systems 📊 Hands-on involvement in research, data, and policy development 🤝 Collaboration with global partners like UNICEF and the World Bank 📈 Structured training, mentorship, and a $4,000 learning allowance ✈️ Exposure to international health systems and country-level work 📅 Deadline: 5 May 2026 🔗 Learn more: https://wp.me/p23f03-kAo Pro tip: Emphasize your experience in maternal, newborn, or reproductive health and show how your work has contributed to real-world impact. hashtag # GlobalHealth hashtag # WHO hashtag # JPO hashtag # UNJobs hashtag # PublicHealth hashtag # InternationalDevelopment hashtag # EarlyCareer hashtag # HealthCareers"
2d,"🌍 Up to $100,000 Funding + Global Platform for Young Peacebuilders 🌍 Are you a young leader actively working to prevent conflict, promote dialogue, or build peace in your community? The Pankaj Award to End Conflict, launched by Regent Global in partnership with One Young World, is a major global opportunity designed to fund and elevate impactful youth-led initiatives tackling conflict at local, national, and global levels. What you’ll gain: 💰 Funding between $10,000 and $100,000 to scale your peacebuilding work ✈️ A fully funded place at the One Young World Summit 2026 in Cape Town 🌐 Access to a global network of 20,000+ leaders across 190+ countries 📈 Increased visibility and credibility for your initiative on an international stage 📅 Deadline: 15 June 2026 🔗 Learn more: https://wp.me/p23f03-kAj 💡 Pro tip: Clearly demonstrate measurable impact in your application—show how your work has already contributed to conflict prevention or resolution and how funding will help you scale sustainably. hashtag # Peacebuilding hashtag # YouthLeadership hashtag # GlobalOpportunities hashtag # SocialImpact hashtag # OneYoungWorld hashtag # ConflictResolution hashtag # FundingOpportunity hashtag # Changemakers"
2d,"🌍 Media Diversity Institute Campaign Academy 2026: Build Campaigns That Resonate & Travel Across Europe! Are you ready to go beyond learning and shape a real campaign? The Media Diversity Institute Campaign Academy 2026 is calling young activists, students, and changemakers across Europe to co-create impactful campaigns that reach the right people and drive change. 🚀 Why You Should Apply ·      Learn how to turn complex issues into clear, powerful messages ·       Identify key audiences, allies, and campaign multipliers ·       Co-create content designed for real engagement (online & offline) ·       Amplify campaigns through your networks, partnerships & media ·      Gain hands-on experience + earn a certificate 📅 Key Dates & Time 🗓️ Sessions: 29 May, 2 June, 5 June, 9 June 2026 ⏰ Time: 9:00 AM – 12:00 PM CET 📌 Deadline: 15 May 2026 (23:59 CET) 🔗 Apply Here; https://wp.me/p23f03-l2j 💡 Pro Tip This is not a passive training—highlight your willingness to contribute ideas, collaborate, and actively promote the campaign after the programme. hashtag # MediaDiversityInstitute hashtag # CampaignAcademy hashtag # YouthActivism hashtag # HumanRights hashtag # Advocacy hashtag # CivicEngagement hashtag # SocialImpact hashtag # EuropeanOpportunities hashtag # Leadership hashtag # Changemakers"
2d,"💼 Finance & Banking Careers for 2026 Graduates 💼 Looking for your next step after graduation? JPMorganChase is hiring for its 2026 Full-Time Analyst Programs across finance, banking, research, and tech. Explore roles in investment banking, global research, asset management, markets, and more. What you’ll gain 📊 Hands-on experience in global financial markets 🤝 Mentorship & structured career development 🌍 Exposure to international teams & industries 🚀 Pathway to long-term roles in finance 🧠 Technical and analytical skill development 📅 Deadline: Varies by role (apply early) 🔗 Learn more: https://wp.me/p23f03-kIK 💡 Pro tip: Apply early and tailor your application to each business area — roles fill quickly. hashtag # FinanceCareers hashtag # GraduateJobs hashtag # InvestmentBanking hashtag # AnalystProgram hashtag # EarlyCareers hashtag # JPMorganChase hashtag # CareerOpportunities hashtag # OpportunitiesForYouth"
2d,"🌍 Fully Funded Research Opportunity | Fulbright African Research Scholar Program (ARSP) Advance your research in the U.S. through the prestigious Fulbright Program — open to African scholars and academics 🎓 💰 Travel + stipend + research support ⏳ Deadline: Varies 👉 Apply: https://lnkd.in/eYV6UEGa 💡 Pro Tip: Focus on impact—clearly show how your research will strengthen your institution and contribute to development in your country. 📌 Save this & tag a scholar who should apply! 🌐 More opportunities: For more fully funded scholarships, research grants, and global opportunities, visit: https://lnkd.in/eFjZ5_hp For more opportunities for Africans, visit https://lnkd.in/dcUJEzFy hashtag # FullyFunded hashtag # Fulbright hashtag # ResearchGrant hashtag # StudyInUSA hashtag # AfricanScholars hashtag # Scholarships2026 hashtag # AcademicResearch hashtag # OpportunitiesForYouth"
2d,"🌍💰 $60,000 JUST TECH FELLOWSHIP 2027 – FULLY FUNDED GLOBAL OPPORTUNITY IN TECHNOLOGY & SOCIETY Are you working at the intersection of technology and society? The Just Tech Fellowship 2027 (SSRC) is offering up to $60,000 funding to support your research, creative work, or community project! This prestigious fellowship supports innovative thinkers exploring how technology shapes public life, governance, and society. 💼 Benefits 💰 Up to $60,000 unrestricted funding 🌍 Global recognition & network access 🤝 Mentorship + collaboration opportunities 📊 Support for research, creative & community work 🏆 One-year fellowship (2027) ⏳ Deadline: June 28, 2026 (11:59 PM EST) 🔗 Apply Here: https://wp.me/p23f03-l06 💡 Pro Tip: Submit a bold, interdisciplinary project idea that clearly demonstrates real-world impact and public relevance. 🚀 For more global Fellowship & Tech opportunities, visit Opportunities for Youth (OFY): 👉 https://lnkd.in/eSWnXeGQ 👉 https://lnkd.in/dcRp9feP 📌 Save this post | 🔁 Share | 🏷️ Tag someone who should see this! hashtag # Fellowship2027 hashtag # TechForGood hashtag # SSRC hashtag # Innovation hashtag # ResearchFunding hashtag # FullyFunded hashtag # DigitalSociety hashtag # AI hashtag # PublicPolicy hashtag # OpportunitiesForYouth hashtag # OFY"
2d,"Looking to launch your career in international development, migration, or humanitarian work? The IOM Internship Programme 2026 is now open with multiple paid opportunities worldwide — both remote and on-site. 🔗 Apply Now: https://lnkd.in/ee4hSjcC 💼 Why You Should Apply: 💰 Paid internships (stipends available) 🌍 Global locations (Uganda, Iraq, France, Switzerland, Qatar & more) 📊 Hands-on experience in migration, policy & humanitarian work 🤝 Work with a leading UN agency 🧑‍💻 Remote + on-site opportunities 🎯 Who Can Apply: ✔️ Students & recent graduates ✔️ Backgrounds in IR, development, migration, social sciences ✔️ Passion for global impact & humanitarian work 🔗 Apply Now: https://lnkd.in/ee4hSjcC 📅 Deadline: Rolling (varies by position — apply early) 💡 Pro Tip: Tailor your CV and cover letter to highlight migration, research, or humanitarian experience. Even academic projects or volunteer work in related areas can significantly boost your chances. 📣 Apply • Save • Share • Tag someone who should not miss this 🌐 For more internship opportunities worldwide: https://lnkd.in/ec22N8Bc hashtag # UNInternships hashtag # IOM hashtag # PaidInternship hashtag # InternationalDevelopment hashtag # HumanitarianCareers hashtag # Migration hashtag # GlobalCareers hashtag # Students hashtag # Graduates hashtag # InternshipOpportunity hashtag # UnitedNations hashtag # YouthOpportunities hashtag # ApplyNow hashtag # OFY hashtag # CareersAbroad hashtag # DevelopmentJobs hashtag # GlobalJobs"
2d,"🌍 AKFC Global Leadership Program 2026: Fully Funded Leadership Opportunity in Canada 🇨🇦 Are you a mid-career professional in Canada ready to lead globally and create real impact? The Aga Khan Foundation Canada Global Leadership Program 2026 is now OPEN! A fully funded leadership program designed to equip Canadian professionals with global insights, leadership skills, and networks to tackle today’s biggest challenges. 🎁 Benefits ✈️ Fully funded travel, accommodation & meals 🧠 Advanced leadership training & global insights 🤝 Network with top professionals & changemakers 🌍 In-person residency in Ottawa 📅 Deadline: May 19, 2026 (11:59 PM ET) 🔗 Apply Here: https://wp.me/p23f03-kOC 💡 Pro Tip: Show clear evidence of your leadership impact and commitment to global issues—this program values purpose-driven professionals. 🚀 For more global Leadership Development & Fellowship opportunities, visit on Opportunities for Youth (OFY): 👉 https://lnkd.in/eMR8WFih 👉 https://lnkd.in/eSWnXeGQ 📌 Save this post | 🔁 Share | 🏷️ Tag someone who should see this! hashtag # Leadership hashtag # Canada hashtag # FullyFunded hashtag # Fellowship hashtag # GlobalLeaders hashtag # ProfessionalDevelopment hashtag # Opportunities hashtag # OFY"
2d,"🌟🧠 Youth Advisory Council Opportunity in Canada – Make Your Voice Count! 🇨🇦✨ Are you passionate about health, well-being, and creating real change? The IHDCYH Youth Advisory Council is now accepting applications from youth across Canada! 💡 Benefits ✔️ Influence national health policies 🏥 ✔️ Work with youth leaders across Canada 🌍 ✔️ Build leadership & advocacy skills 📈 ✔️ Represent your community’s voice 🗣️ ✔️ Be part of meaningful change 💙 📅 Deadline: May 19, 2026 🔗 Apply here: https://wp.me/p23f03-e7z 🔥 Pro Tip: Share your authentic story and passion for health—your lived experience matters! hashtag # YouthOpportunities hashtag # CanadaYouth hashtag # HealthResearch hashtag # Leadership hashtag # YouthVoices hashtag # PublicHealth hashtag # Opportunities hashtag # MakeAnImpact hashtag # StudentLeaders"
2d,"💰 $500,000 RWJF 2026 GRANT ALERT: Fully Funded Health Equity Research Opportunity Are you working at the intersection of public health, social justice, and systems change? The Robert Wood Johnson Foundation has launched its powerful 2026 funding call: “From Insight to Action: Health Equity Research That Meets This Moment.” This high-impact grant supports bold, community-driven research designed to transform systems and advance health equity in real-world settings. 🔍 Why This Opportunity Matters: 💰 Up to $500,000 funding per project ⏳ 3-year project duration 🤝 Strong emphasis on community + research partnerships 📊 Focus on actionable, policy-changing outcomes 📅 Deadline: 14th May 2026 🔗 Apply Here: https://wp.me/p23f03-d9O 💡 Pro Tip: Successful applications will go beyond research—they will clearly show how findings will be translated into real-world impact, policy influence, and measurable change in health equity outcomes. hashtag # RWJF hashtag # Grants2026 hashtag # HealthEquity hashtag # PublicHealth hashtag # ResearchFunding hashtag # GlobalHealth hashtag # SocialImpact hashtag # Nonprofits hashtag # Academia hashtag # CommunityDevelopment hashtag # FundingOpportunity hashtag # EquityMatters"
2d,"Ready to work at the heart of global trade policy? The World Trade Organization (WTO) is now accepting applications for its prestigious Young Professionals Programme (YPP) 2027 — a fully paid opportunity in Geneva, Switzerland 🇨🇭 👉 APPLY NOW: https://lnkd.in/ehmH7jF4 💰 Key Details 💰 CHF 4,000/month | 📍 Geneva | ⏳ 1 year 📅 Deadline: 7 May 2026 🎓 Advanced degree + 2 years experience 🔥 Why Apply? ✔️ Global organization experience ✔️ Trade & policy exposure ✔️ Strong international network 👉 APPLY NOW: https://lnkd.in/ehmH7jF4 📄 Important ⚠️ Motivation letter (3 preferred areas) is mandatory 💡 Pro Tip: Tailor your motivation letter to WTO priorities — it can make or break your application. 🌐 More WTO Opportunities 🔹 Young Trade Leaders 👉 https://lnkd.in/emmv3eUD 🔹 WTO Internships 👉 https://lnkd.in/eUtRg7dR 🌍 More opportunities: https://lnkd.in/e_ATVGXx 💾 SAVE this post so you don’t miss the deadline 🚀 APPLY now before it closes 👥 TAG someone who needs to see this hashtag # WTO hashtag # WTOJobs hashtag # InternationalJobs hashtag # GlobalCareers hashtag # YoungProfessionals hashtag # GenevaJobs hashtag # TradePolicy hashtag # DevelopmentJobs hashtag # FullyFunded hashtag # OpportunitiesForYouth hashtag # ApplyNow"
2d,"🎓🌍 Fully Funded PhD in Human Rights & Global Politics in Italy (2026–2027) 🇮🇹✨ Looking to take your academic journey to the next level? The PhD in Human Rights, Global Politics and International Studies in Pisa is now OPEN! 💡 Why this opportunity stands out: ✔️ Fully funded (€1,600/month approx.) 💰 ✔️ Housing allowance + free meals 🍽️ ✔️ International research exposure 🌐 ✔️ 50% funding boost for research abroad ✈️ ✔️ Personal research budget 📚 📅 Deadline: May 15, 2026 (12:00 PM CEST) 🔗 Apply here: https://wp.me/p23f03-kd2 🔥 Pro Tip: Start early on your research proposal—this is a key selection factor! hashtag # PhDOpportunity hashtag # FullyFunded hashtag # Scholarships hashtag # StudyInItaly hashtag # HumanRights hashtag # GlobalPolitics hashtag # AcademicExcellence hashtag # ResearchOpportunities hashtag # InternationalStudents"
2d,"🌍 ClimateLaunchpad 2026 Applications Now Open for Start-ups! Are you building a climate or sustainability-focused startup? ClimateLaunchpad 2026—the world’s largest green business ideas competition—is now accepting applications from early-stage founders ready to turn climate solutions into real businesses. Since 2014, the programme has supported innovators across 97 countries, helping thousands of teams refine their ideas, connect with investors, and scale impactful climate ventures. ✨ Benefits of Joining Expert coaching and startup mentorship Structured training to validate your business model Access to a global network of investors and climate innovators Opportunity to pitch at the Global Grand Final in Singapore Free participation (no programme fees) 📅 Deadline: 15 May 2026 (23:59 CET) 🔗 Apply here: https://wp.me/p23f03-kUX 💡 Pro Tip: Focus on clearly defining your climate problem and solution—ideas with strong impact potential and simple, scalable models stand out the most in early selection rounds. hashtag # ClimateLaunchpad hashtag # Startups hashtag # ClimateTech hashtag # GreenBusiness hashtag # Sustainability hashtag # Innovation hashtag # Entrepreneurship hashtag # ClimateAction hashtag # CleanTech hashtag # StartupOpportunity hashtag # GreenInnovation"
2d,"🎓 Fully Funded PhD in Health & Migration at the University of Oslo (Norway) Are you passionate about global health, migration, and social justice? The University of Oslo is offering a fully funded PhD position under the Health and Migration (HEMI) project. This exciting opportunity focuses on the health and lived experiences of African sexual and gender minority migrants, with research based in Norway and collaboration across Africa and Europe. The project is funded by the Research Council of Norway and connects you to a global network of researchers. 🎁 Benefits 💰 Competitive salary (NOK 550,800 – 610,000 per year) 🎓 Fully funded 3-year PhD program 🌐 Work within an international, multi-country research project 🤝 Collaboration with experts across Africa and Europe 📊 Gain hands-on experience in qualitative and participatory research 🏥 Access to Norway’s strong academic and research environment 🛡️ Pension, insurance, and welfare benefits 📅 Deadline ⏳ Deadline: 6th May 2026 Tip: Apply as early as possible to avoid missing out. 🔗 Application Links: https://wp.me/p23f03-kCz 💡 Pro Tip Focus your personal statement on your experience with migration, public health, or minority populations. Clearly show how your research interests align with the HEMI project and highlight any qualitative research experience to stand out. hashtag # PhD2026 hashtag # FullyFundedPhD hashtag # StudyInNorway hashtag # GlobalHealth hashtag # MigrationStudies hashtag # ScholarshipsForAfricans hashtag # ResearchOpportunities hashtag # PublicHealth hashtag # GenderStudies hashtag # AcademicJobs"
2d,"🌍✨ FULLY FUNDED: Tsinghua International Summer School on Environment 2026 in Beijing, China 🇨🇳 Looking to expand your global impact in sustainability and climate action? The Tsinghua University International Summer School on Environment 2026 is your chance to learn, connect, and innovate with students from around the world — all fully funded! 🌱 What You’ll Gain: ✅ Fully funded program (no fees, accommodation & living covered) ✅ Learn about carbon neutrality & environmental protection ✅ Field trips + real-world environmental projects ✅ Global networking & cultural exchange ✅ Official certificate from a top global university 📅 Key Dates: 🗓️ Deadline 1: April 15, 2026 🗓️ Deadline 2: May 10, 2026 📢 Results: May 20, 2026 🔗 Apply Here: https://wp.me/p23f03-l6A 💡 Pro Tip: Apply early in the first round to increase your chances of selection and stand out with a strong personal statement! hashtag # FullyFunded hashtag # SummerSchool hashtag # TsinghuaUniversity hashtag # StudyInChina hashtag # ClimateAction hashtag # Sustainability hashtag # GlobalOpportunities hashtag # Students hashtag # Scholarships hashtag # YouthOpportunities"
